State Name,District Name,Disability,Age Group,Male,Female,Other,Total
Rajasthan,Jhunjhunu,Mental Illness,'15-35',595,275,,870
Rajasthan,Jhunjhunu,Mental Illness,'35-60',385,125,,510
Rajasthan,Jhunjhunu,Mental Illness,'6-15',166,112,,278
Rajasthan,Jhunjhunu,Mental Illness,'60-80',22,6,,28
Rajasthan,Jhunjhunu,Locomotor Disability,'6-15',342,199,,541
Rajasthan,Jhunjhunu,Locomotor Disability,'35-60',4889,1800,,6689
Rajasthan,Jhunjhunu,Locomotor Disability,'15-35',3113,1367,,4480
Rajasthan,Jhunjhunu,Hemophilia,'6-15',2,,,2
Rajasthan,Jhunjhunu,Hemophilia,'60-80',2,,,2
Rajasthan,Jhunjhunu,Hemophilia,'80+',,1,,1
Rajasthan,Jhunjhunu,Intellectual Disability,'0-6',,2,,2
Rajasthan,Jhunjhunu,Intellectual Disability,'15-35',99,35,,134
Rajasthan,Jhunjhunu,Intellectual Disability,'35-60',29,13,,42
Rajasthan,Jhunjhunu,Intellectual Disability,'6-15',23,13,,36
Rajasthan,Jhunjhunu,Intellectual Disability,'60-80',2,,,2
Rajasthan,Jhunjhunu,Leprosy cured,'15-35',1,,,1
Rajasthan,Jhunjhunu,Leprosy cured,'35-60',1,1,,2
Rajasthan,Jhunjhunu,Leprosy cured,'6-15',1,,,1
Rajasthan,Jhunjhunu,Leprosy cured,'60-80',1,1,,2
Rajasthan,Jhunjhunu,Locomotor Disability,'0-6',18,7,,25
Rajasthan,Jhunjhunu,Mental Illness,'80+',2,1,,3
Rajasthan,Jhunjhunu,Multiple Disabilities,'0-6',,2,,2
Rajasthan,Jhunjhunu,Multiple Disabilities,'15-35',129,60,,189
Rajasthan,Jhunjhunu,Sickle Cell Disease,'15-35',2,1,,3
Rajasthan,Jhunjhunu,Sickle Cell Disease,'35-60',3,,1,4
Rajasthan,Jhunjhunu,Specific Learning Disabilities,'15-35',2,1,,3
Rajasthan,Jhunjhunu,Specific Learning Disabilities,'35-60',3,,,3
Rajasthan,Jhunjhunu,Specific Learning Disabilities,'6-15',,1,,1
Rajasthan,Jhunjhunu,Speech and Language Disability,'15-35',13,7,,20
Rajasthan,Jhunjhunu,Speech and Language Disability,'35-60',20,3,,23
Rajasthan,Jhunjhunu,Speech and Language Disability,'6-15',2,2,,4
Rajasthan,Jhunjhunu,Speech and Language Disability,'60-80',4,3,,7
Rajasthan,Jhunjhunu,Thalassemia,'15-35',3,,,3
Rajasthan,Jhunjhunu,Thalassemia,'35-60',2,,,2
Rajasthan,Jhunjhunu,Thalassemia,'6-15',4,2,,6
Rajasthan,Jodhpur,Acid Attack Victim,'15-35',,,,
Rajasthan,Jhunjhunu,Parkinson's Disease,'60-80',1,,,1
Rajasthan,Jhunjhunu,Parkinson's Disease,'6-15',3,6,,9
Rajasthan,Jhunjhunu,Parkinson's Disease,'35-60',7,3,,10
Rajasthan,Jhunjhunu,Multiple Disabilities,'35-60',105,33,,138
Rajasthan,Jhunjhunu,Multiple Disabilities,'6-15',29,11,,40
Rajasthan,Jhunjhunu,Multiple Disabilities,'60-80',22,15,,37
Rajasthan,Jhunjhunu,Multiple Disabilities,'80+',5,2,,7
Rajasthan,Jhunjhunu,Multiple Sclerosis,'15-35',3,2,,5
Rajasthan,Jhunjhunu,Multiple Sclerosis,'35-60',5,1,,6
Rajasthan,Jhunjhunu,Multiple Sclerosis,'6-15',2,,,2
Rajasthan,Jhunjhunu,Multiple Sclerosis,'60-80',1,,,1
Rajasthan,Jhunjhunu,Muscular Dystrophy,'15-35',26,17,,43
Rajasthan,Jhunjhunu,Muscular Dystrophy,'35-60',32,8,,40
Rajasthan,Jhunjhunu,Muscular Dystrophy,'6-15',11,2,,13
Rajasthan,Jhunjhunu,Muscular Dystrophy,'60-80',7,2,,9
Rajasthan,Jhunjhunu,Parkinson's Disease,'15-35',7,6,,13
Rajasthan,Jodhpur,Acid Attack Victim,'35-60',1,1,,2
Rajasthan,Jhunjhunu,Hemophilia,'15-35',7,1,,8
Rajasthan,Jhalawar,Multiple Disabilities,'80+',10,16,,26
Rajasthan,Jhalawar,Specific Learning Disabilities,'35-60',,,,
Rajasthan,Jhalawar,Specific Learning Disabilities,'6-15',1,1,,2
Rajasthan,Jhalawar,Speech and Language Disability,'0-6',1,,,1
Rajasthan,Jhalawar,Speech and Language Disability,'15-35',20,12,,32
Rajasthan,Jhalawar,Speech and Language Disability,'35-60',8,10,,18
Rajasthan,Jhalawar,Speech and Language Disability,'6-15',5,6,,11
Rajasthan,Jhalawar,Speech and Language Disability,'60-80',2,,,2
Rajasthan,Jhalawar,Thalassemia,'0-6',,2,,2
Rajasthan,Jhalawar,Thalassemia,'15-35',14,1,,15
Rajasthan,Jhalawar,Thalassemia,'35-60',1,1,,2
Rajasthan,Jhalawar,Thalassemia,'6-15',13,9,,22
Rajasthan,Jhalawar,Thalassemia,'60-80',1,,,1
Rajasthan,Jhunjhunu,Acid Attack Victim,'15-35',3,2,,5
Rajasthan,Jhalawar,Specific Learning Disabilities,'15-35',2,1,,3
Rajasthan,Jhalawar,Sickle Cell Disease,'6-15',1,,,1
Rajasthan,Jhalawar,Sickle Cell Disease,'35-60',1,,,1
Rajasthan,Jhalawar,Multiple Sclerosis,'15-35',4,6,,10
Rajasthan,Jhalawar,Multiple Sclerosis,'35-60',6,,,6
Rajasthan,Jhalawar,Multiple Sclerosis,'6-15',1,3,,4
Rajasthan,Jhalawar,Multiple Sclerosis,'60-80',4,1,,5
Rajasthan,Jhalawar,Muscular Dystrophy,'0-6',,2,,2
Rajasthan,Jhalawar,Muscular Dystrophy,'15-35',21,16,,37
Rajasthan,Jhalawar,Muscular Dystrophy,'35-60',29,15,,44
Rajasthan,Jhalawar,Muscular Dystrophy,'6-15',7,3,,10
Rajasthan,Jhalawar,Muscular Dystrophy,'60-80',5,2,,7
Rajasthan,Jhalawar,Muscular Dystrophy,'80+',2,,,2
Rajasthan,Jhalawar,Parkinson's Disease,'15-35',3,1,,4
Rajasthan,Jhalawar,Parkinson's Disease,'35-60',2,1,,3
Rajasthan,Jhalawar,Sickle Cell Disease,'15-35',,1,,1
Rajasthan,Jhunjhunu,Acid Attack Victim,'6-15',,,,
Rajasthan,Jhunjhunu,Acid Attack Victim,'60-80',,1,,1
Rajasthan,Jhunjhunu,Autism Spectrum Disorder,'0-6',,,,
Rajasthan,Jhunjhunu,Chronic Neurological Conditions,'15-35',4,3,,7
Rajasthan,Jhunjhunu,Chronic Neurological Conditions,'35-60',7,1,,8
Rajasthan,Jhunjhunu,Chronic Neurological Conditions,'6-15',1,2,,3
Rajasthan,Jhunjhunu,Chronic Neurological Conditions,'60-80',1,,,1
Rajasthan,Jhunjhunu,Dwarfism,'15-35',5,11,,16
Rajasthan,Jhunjhunu,Dwarfism,'35-60',5,5,,10
Rajasthan,Jhunjhunu,Dwarfism,'6-15',2,,,2
Rajasthan,Jhunjhunu,Dwarfism,'60-80',1,,,1
Rajasthan,Jhunjhunu,Hearing Impairment,'0-6',10,6,,16
Rajasthan,Jhunjhunu,Hearing Impairment,'15-35',362,220,,582
Rajasthan,Jhunjhunu,Hearing Impairment,'35-60',258,146,,404
Rajasthan,Jhunjhunu,Hearing Impairment,'6-15',72,57,,129
Rajasthan,Jhunjhunu,Hearing Impairment,'60-80',49,34,,83
Rajasthan,Jhunjhunu,Cerebral Palsy,'60-80',1,2,,3
Rajasthan,Jhunjhunu,Cerebral Palsy,'6-15',38,20,,58
Rajasthan,Jhunjhunu,Cerebral Palsy,'35-60',20,4,,24
Rajasthan,Jhunjhunu,Autism Spectrum Disorder,'15-35',299,130,,429
Rajasthan,Jhunjhunu,Autism Spectrum Disorder,'35-60',192,61,,253
Rajasthan,Jhunjhunu,Autism Spectrum Disorder,'6-15',12,16,,28
Rajasthan,Jhunjhunu,Autism Spectrum Disorder,'60-80',40,6,,46
Rajasthan,Jhunjhunu,Autism Spectrum Disorder,'80+',2,4,,6
Rajasthan,Jhunjhunu,Blindness,'0-6',2,1,,3
Rajasthan,Jhunjhunu,Blindness,'15-35',201,130,,331
Rajasthan,Jhunjhunu,Blindness,'35-60',334,135,,469
Rajasthan,Jhunjhunu,Blindness,'6-15',29,19,,48
Rajasthan,Jhunjhunu,Blindness,'60-80',187,77,,264
Rajasthan,Jhunjhunu,Blindness,'80+',25,23,,48
Rajasthan,Jhunjhunu,Cerebral Palsy,'0-6',2,4,,6
Rajasthan,Jhunjhunu,Cerebral Palsy,'15-35',86,37,,123
Rajasthan,Jhunjhunu,Hearing Impairment,'80+',5,6,,11
Rajasthan,Karauli,Muscular Dystrophy,'15-35',19,12,,31
Rajasthan,Kotputli-Behror,Mental Illness,'6-15',17,5,,22
Rajasthan,Kotputli-Behror,Speech and Language Disability,'35-60',,,,
Rajasthan,Kotputli-Behror,Speech and Language Disability,'6-15',,,,
Rajasthan,Kotputli-Behror,Speech and Language Disability,'60-80',,,,
Rajasthan,Nagaur,Acid Attack Victim,'15-35',,1,,1
Rajasthan,Nagaur,Acid Attack Victim,'35-60',,,,
Rajasthan,Nagaur,Acid Attack Victim,'60-80',1,,,1
Rajasthan,Nagaur,Autism Spectrum Disorder,'15-35',590,293,1,884
Rajasthan,Nagaur,Autism Spectrum Disorder,'35-60',293,119,,412
Rajasthan,Nagaur,Autism Spectrum Disorder,'6-15',48,26,,74
Rajasthan,Nagaur,Autism Spectrum Disorder,'60-80',42,11,,53
Rajasthan,Nagaur,Autism Spectrum Disorder,'80+',2,1,,3
Rajasthan,Nagaur,Blindness,'0-6',6,1,,7
Rajasthan,Nagaur,Blindness,'15-35',315,166,,481
Rajasthan,Kotputli-Behror,Speech and Language Disability,'15-35',,,,
Rajasthan,Kotputli-Behror,Specific Learning Disabilities,'15-35',,,,
Rajasthan,Kotputli-Behror,Muscular Dystrophy,'60-80',,,,
Rajasthan,Kotputli-Behror,Mental Illness,'60-80',1,,,1
Rajasthan,Kotputli-Behror,Multiple Disabilities,'0-6',1,,,1
Rajasthan,Kotputli-Behror,Multiple Disabilities,'15-35',9,3,,12
Rajasthan,Kotputli-Behror,Multiple Disabilities,'35-60',9,,,9
Rajasthan,Kotputli-Behror,Multiple Disabilities,'6-15',3,1,,4
Rajasthan,Kotputli-Behror,Multiple Disabilities,'60-80',1,,,1
Rajasthan,Kotputli-Behror,Multiple Disabilities,'80+',,,,
Rajasthan,Kotputli-Behror,Multiple Sclerosis,'15-35',,,,
Rajasthan,Kotputli-Behror,Multiple Sclerosis,'35-60',,,,
Rajasthan,Kotputli-Behror,Multiple Sclerosis,'6-15',,,,
Rajasthan,Kotputli-Behror,Muscular Dystrophy,'15-35',,,,
Rajasthan,Kotputli-Behror,Muscular Dystrophy,'35-60',,,,
Rajasthan,Kotputli-Behror,Muscular Dystrophy,'6-15',,,,
Rajasthan,Nagaur,Blindness,'35-60',513,247,,760
Rajasthan,Nagaur,Blindness,'6-15',54,24,,78
Rajasthan,Nagaur,Blindness,'60-80',260,149,,409
Rajasthan,Nagaur,Hearing Impairment,'0-6',10,13,,23
Rajasthan,Nagaur,Hearing Impairment,'15-35',502,338,,840
Rajasthan,Nagaur,Hearing Impairment,'35-60',261,210,,471
Rajasthan,Nagaur,Hearing Impairment,'6-15',145,99,,244
Rajasthan,Nagaur,Hearing Impairment,'60-80',79,54,,133
Rajasthan,Nagaur,Hearing Impairment,'80+',13,6,,19
Rajasthan,Nagaur,Hemophilia,'0-6',,,,
Rajasthan,Nagaur,Hemophilia,'15-35',7,,,7
Rajasthan,Nagaur,Hemophilia,'35-60',,,,
Rajasthan,Nagaur,Hemophilia,'6-15',4,,,4
Rajasthan,Nagaur,Hemophilia,'60-80',1,,,1
Rajasthan,Nagaur,Intellectual Disability,'0-6',4,3,,7
Rajasthan,Nagaur,Intellectual Disability,'15-35',236,145,,381
Rajasthan,Nagaur,Dwarfism,'6-15',1,,,1
Rajasthan,Nagaur,Dwarfism,'35-60',5,2,,7
Rajasthan,Nagaur,Dwarfism,'15-35',3,11,,14
Rajasthan,Nagaur,Blindness,'80+',30,29,,59
Rajasthan,Nagaur,Cerebral Palsy,'0-6',16,17,,33
Rajasthan,Nagaur,Cerebral Palsy,'15-35',258,152,,410
Rajasthan,Nagaur,Cerebral Palsy,'35-60',64,20,,84
Rajasthan,Nagaur,Cerebral Palsy,'6-15',201,120,,321
Rajasthan,Nagaur,Cerebral Palsy,'60-80',10,6,,16
Rajasthan,Nagaur,Cerebral Palsy,'80+',1,1,,2
Rajasthan,Nagaur,Chronic Neurological Conditions,'0-6',,,,
Rajasthan,Nagaur,Chronic Neurological Conditions,'15-35',12,9,,21
Rajasthan,Nagaur,Chronic Neurological Conditions,'35-60',7,3,,10
Rajasthan,Nagaur,Chronic Neurological Conditions,'6-15',8,10,,18
Rajasthan,Nagaur,Chronic Neurological Conditions,'60-80',1,,,1
Rajasthan,Nagaur,Chronic Neurological Conditions,'80+',1,1,,2
Rajasthan,Nagaur,Intellectual Disability,'35-60',80,47,,127
Rajasthan,Kotputli-Behror,Mental Illness,'35-60',28,2,,30
Rajasthan,Kota,Specific Learning Disabilities,'35-60',1,,,1
Rajasthan,Kotputli-Behror,Blindness,'0-6',1,,,1
Rajasthan,Kotputli-Behror,Blindness,'15-35',29,10,,39
Rajasthan,Kotputli-Behror,Blindness,'35-60',35,15,,50
Rajasthan,Kotputli-Behror,Blindness,'6-15',8,4,,12
Rajasthan,Kotputli-Behror,Blindness,'60-80',20,10,,30
Rajasthan,Kotputli-Behror,Blindness,'80+',1,,,1
Rajasthan,Kotputli-Behror,Cerebral Palsy,'0-6',1,,,1
Rajasthan,Kotputli-Behror,Cerebral Palsy,'15-35',,,,
Rajasthan,Kotputli-Behror,Cerebral Palsy,'6-15',2,1,,3
Rajasthan,Kotputli-Behror,Chronic Neurological Conditions,'0-6',,,,
Rajasthan,Kotputli-Behror,Chronic Neurological Conditions,'15-35',,,,
Rajasthan,Kotputli-Behror,Chronic Neurological Conditions,'35-60',,,,
Rajasthan,Kotputli-Behror,Dwarfism,'15-35',1,2,,3
Rajasthan,Kotputli-Behror,Autism Spectrum Disorder,'6-15',,,,
Rajasthan,Kotputli-Behror,Autism Spectrum Disorder,'15-35',,,,
Rajasthan,Kotputli-Behror,Acid Attack Victim,'60-80',,,,
Rajasthan,Kota,Specific Learning Disabilities,'60-80',,,,
Rajasthan,Kota,Speech and Language Disability,'15-35',5,1,,6
Rajasthan,Kota,Speech and Language Disability,'35-60',2,,,2
Rajasthan,Kota,Speech and Language Disability,'6-15',,,,
Rajasthan,Kota,Speech and Language Disability,'60-80',,,,
Rajasthan,Kota,Speech and Language Disability,'80+',1,,,1
Rajasthan,Kota,Thalassemia,'0-6',8,6,,14
Rajasthan,Kota,Thalassemia,'15-35',45,35,,80
Rajasthan,Kota,Thalassemia,'35-60',4,1,,5
Rajasthan,Kota,Thalassemia,'6-15',33,35,,68
Rajasthan,Kotputli-Behror,Acid Attack Victim,'15-35',,,,
Rajasthan,Kotputli-Behror,Acid Attack Victim,'35-60',,,,
Rajasthan,Kotputli-Behror,Acid Attack Victim,'6-15',,,,
Rajasthan,Kotputli-Behror,Dwarfism,'35-60',1,2,,3
Rajasthan,Kotputli-Behror,Dwarfism,'6-15',,,,
Rajasthan,Kotputli-Behror,Dwarfism,'60-80',1,,,1
Rajasthan,Kotputli-Behror,Locomotor Disability,'0-6',7,9,,16
Rajasthan,Kotputli-Behror,Locomotor Disability,'15-35',288,121,,409
Rajasthan,Kotputli-Behror,Locomotor Disability,'35-60',468,195,,663
Rajasthan,Kotputli-Behror,Locomotor Disability,'6-15',50,16,,66
Rajasthan,Kotputli-Behror,Locomotor Disability,'60-80',104,32,,136
Rajasthan,Kotputli-Behror,Locomotor Disability,'80+',3,1,,4
Rajasthan,Kotputli-Behror,Low Vision,'0-6',,,,
Rajasthan,Kotputli-Behror,Low Vision,'15-35',24,8,,32
Rajasthan,Kotputli-Behror,Low Vision,'35-60',12,3,,15
Rajasthan,Kotputli-Behror,Low Vision,'6-15',2,2,,4
Rajasthan,Kotputli-Behror,Low Vision,'60-80',5,,,5
Rajasthan,Kotputli-Behror,Low Vision,'80+',,1,,1
Rajasthan,Kotputli-Behror,Mental Illness,'0-6',,,,
Rajasthan,Kotputli-Behror,Leprosy cured,'60-80',,,,
Rajasthan,Kotputli-Behror,Leprosy cured,'6-15',,,,
Rajasthan,Kotputli-Behror,Leprosy cured,'35-60',,,,
Rajasthan,Kotputli-Behror,Hearing Impairment,'0-6',1,3,,4
Rajasthan,Kotputli-Behror,Hearing Impairment,'15-35',23,10,,33
Rajasthan,Kotputli-Behror,Hearing Impairment,'35-60',10,10,,20
Rajasthan,Kotputli-Behror,Hearing Impairment,'6-15',9,3,,12
Rajasthan,Kotputli-Behror,Hearing Impairment,'60-80',2,3,,5
Rajasthan,Kotputli-Behror,Hearing Impairment,'80+',,,,
Rajasthan,Kotputli-Behror,Hemophilia,'15-35',2,,,2
Rajasthan,Kotputli-Behror,Hemophilia,'35-60',,,,
Rajasthan,Kotputli-Behror,Hemophilia,'6-15',,,,
Rajasthan,Kotputli-Behror,Intellectual Disability,'0-6',1,,,1
Rajasthan,Kotputli-Behror,Intellectual Disability,'15-35',,,,
Rajasthan,Kotputli-Behror,Intellectual Disability,'35-60',2,,,2
Rajasthan,Kotputli-Behror,Intellectual Disability,'6-15',3,1,,4
Rajasthan,Kotputli-Behror,Mental Illness,'15-35',57,15,,72
Rajasthan,Neem Ka Thana,Blindness,'80+',,,,
Rajasthan,Neem Ka Thana,Hemophilia,'15-35',,,,
Rajasthan,Neem Ka Thana,Hemophilia,'35-60',,,,
Rajasthan,Neem Ka Thana,Hemophilia,'6-15',2,,,2
Rajasthan,Neem Ka Thana,Intellectual Disability,'15-35',13,2,,15
Rajasthan,Neem Ka Thana,Intellectual Disability,'35-60',4,,,4
Rajasthan,Neem Ka Thana,Intellectual Disability,'6-15',9,3,,12
Rajasthan,Neem Ka Thana,Leprosy cured,'15-35',,,,
Rajasthan,Neem Ka Thana,Leprosy cured,'35-60',2,,,2
Rajasthan,Neem Ka Thana,Locomotor Disability,'0-6',4,1,,5
Rajasthan,Neem Ka Thana,Locomotor Disability,'15-35',85,50,,135
Rajasthan,Neem Ka Thana,Locomotor Disability,'35-60',197,78,,275
Rajasthan,Neem Ka Thana,Locomotor Disability,'6-15',16,2,,18
Rajasthan,Neem Ka Thana,Locomotor Disability,'60-80',40,10,,50
Rajasthan,Neem Ka Thana,Hearing Impairment,'60-80',,,,
Rajasthan,Neem Ka Thana,Hearing Impairment,'6-15',1,2,,3
Rajasthan,Neem Ka Thana,Hearing Impairment,'35-60',12,7,,19
Rajasthan,Neem Ka Thana,Cerebral Palsy,'0-6',2,,,2
Rajasthan,Neem Ka Thana,Cerebral Palsy,'15-35',11,3,,14
Rajasthan,Neem Ka Thana,Cerebral Palsy,'35-60',1,1,,2
Rajasthan,Neem Ka Thana,Cerebral Palsy,'6-15',,2,,2
Rajasthan,Neem Ka Thana,Cerebral Palsy,'60-80',,,,
Rajasthan,Neem Ka Thana,Chronic Neurological Conditions,'15-35',1,,,1
Rajasthan,Neem Ka Thana,Chronic Neurological Conditions,'35-60',,,,
Rajasthan,Neem Ka Thana,Chronic Neurological Conditions,'6-15',2,,,2
Rajasthan,Neem Ka Thana,Dwarfism,'15-35',,,,
Rajasthan,Neem Ka Thana,Dwarfism,'35-60',,,,
Rajasthan,Neem Ka Thana,Dwarfism,'6-15',,,,
Rajasthan,Neem Ka Thana,Hearing Impairment,'0-6',1,1,,2
Rajasthan,Neem Ka Thana,Hearing Impairment,'15-35',14,13,,27
Rajasthan,Neem Ka Thana,Locomotor Disability,'80+',,,,
Rajasthan,Neem Ka Thana,Low Vision,'0-6',,1,,1
Rajasthan,Neem Ka Thana,Low Vision,'15-35',8,2,,10
Rajasthan,Neem Ka Thana,Muscular Dystrophy,'15-35',2,,,2
Rajasthan,Neem Ka Thana,Muscular Dystrophy,'35-60',1,,,1
Rajasthan,Neem Ka Thana,Muscular Dystrophy,'6-15',3,,,3
Rajasthan,Neem Ka Thana,Muscular Dystrophy,'60-80',,,,
Rajasthan,Neem Ka Thana,Parkinson's Disease,'35-60',,,,
Rajasthan,Neem Ka Thana,Parkinson's Disease,'60-80',,,,
Rajasthan,Neem Ka Thana,Speech and Language Disability,'15-35',,,,
Rajasthan,Neem Ka Thana,Speech and Language Disability,'35-60',,,,
Rajasthan,Neem Ka Thana,Speech and Language Disability,'6-15',,,,
Rajasthan,Neem Ka Thana,Speech and Language Disability,'60-80',,,,
Rajasthan,Neem Ka Thana,Thalassemia,'15-35',,1,,1
Rajasthan,Neem Ka Thana,Thalassemia,'6-15',,1,,1
Rajasthan,Pali,Acid Attack Victim,'15-35',2,,,2
Rajasthan,Neem Ka Thana,Multiple Sclerosis,'6-15',,,,
Rajasthan,Neem Ka Thana,Multiple Sclerosis,'15-35',,,,
Rajasthan,Neem Ka Thana,Multiple Disabilities,'80+',,,,
Rajasthan,Neem Ka Thana,Low Vision,'35-60',9,4,,13
Rajasthan,Neem Ka Thana,Low Vision,'6-15',1,,,1
Rajasthan,Neem Ka Thana,Low Vision,'60-80',,,,
Rajasthan,Neem Ka Thana,Mental Illness,'0-6',1,,,1
Rajasthan,Neem Ka Thana,Mental Illness,'15-35',13,8,,21
Rajasthan,Neem Ka Thana,Mental Illness,'35-60',11,1,,12
Rajasthan,Neem Ka Thana,Mental Illness,'6-15',11,2,,13
Rajasthan,Neem Ka Thana,Mental Illness,'60-80',,1,,1
Rajasthan,Neem Ka Thana,Multiple Disabilities,'0-6',,,,
Rajasthan,Neem Ka Thana,Multiple Disabilities,'15-35',1,1,,2
Rajasthan,Neem Ka Thana,Multiple Disabilities,'35-60',5,,,5
Rajasthan,Neem Ka Thana,Multiple Disabilities,'6-15',,,,
Rajasthan,Neem Ka Thana,Multiple Disabilities,'60-80',2,,,2
Rajasthan,Pali,Acid Attack Victim,'35-60',1,,,1
Rajasthan,Neem Ka Thana,Blindness,'60-80',5,5,,10
Rajasthan,Nagaur,Intellectual Disability,'6-15',121,75,,196
Rajasthan,Nagaur,Low Vision,'80+',6,3,,9
Rajasthan,Nagaur,Mental Illness,'0-6',3,,,3
Rajasthan,Nagaur,Mental Illness,'15-35',356,170,,526
Rajasthan,Nagaur,Mental Illness,'35-60',304,113,,417
Rajasthan,Nagaur,Mental Illness,'6-15',91,57,,148
Rajasthan,Nagaur,Mental Illness,'60-80',30,13,,43
Rajasthan,Nagaur,Mental Illness,'80+',1,1,,2
Rajasthan,Nagaur,Multiple Disabilities,'0-6',,1,,1
Rajasthan,Nagaur,Multiple Disabilities,'15-35',79,43,,122
Rajasthan,Nagaur,Multiple Disabilities,'35-60',72,23,,95
Rajasthan,Nagaur,Multiple Disabilities,'6-15',14,7,,21
Rajasthan,Nagaur,Multiple Disabilities,'60-80',16,10,,26
Rajasthan,Nagaur,Multiple Disabilities,'80+',2,1,,3
Rajasthan,Nagaur,Low Vision,'60-80',55,26,,81
Rajasthan,Nagaur,Low Vision,'6-15',30,21,,51
Rajasthan,Nagaur,Low Vision,'35-60',218,70,,288
Rajasthan,Nagaur,Intellectual Disability,'60-80',5,2,,7
Rajasthan,Nagaur,Leprosy cured,'15-35',1,,,1
Rajasthan,Nagaur,Leprosy cured,'35-60',,1,,1
Rajasthan,Nagaur,Leprosy cured,'6-15',,,,
Rajasthan,Nagaur,Leprosy cured,'60-80',,,,
Rajasthan,Nagaur,Locomotor Disability,'0-6',18,11,,29
Rajasthan,Nagaur,Locomotor Disability,'15-35',3901,1923,,5824
Rajasthan,Nagaur,Locomotor Disability,'35-60',7350,3020,1,10371
Rajasthan,Nagaur,Locomotor Disability,'6-15',405,259,,664
Rajasthan,Nagaur,Locomotor Disability,'60-80',2281,753,,3034
Rajasthan,Nagaur,Locomotor Disability,'80+',164,93,,257
Rajasthan,Nagaur,Low Vision,'0-6',,2,,2
Rajasthan,Nagaur,Low Vision,'15-35',182,110,,292
Rajasthan,Nagaur,Multiple Sclerosis,'15-35',1,,,1
Rajasthan,Nagaur,Multiple Sclerosis,'35-60',1,1,,2
Rajasthan,Nagaur,Multiple Sclerosis,'6-15',1,3,,4
Rajasthan,Nagaur,Speech and Language Disability,'0-6',1,,,1
Rajasthan,Nagaur,Speech and Language Disability,'15-35',29,14,,43
Rajasthan,Nagaur,Speech and Language Disability,'35-60',20,8,,28
Rajasthan,Nagaur,Speech and Language Disability,'6-15',12,5,,17
Rajasthan,Nagaur,Speech and Language Disability,'60-80',5,1,,6
Rajasthan,Nagaur,Thalassemia,'0-6',1,2,,3
Rajasthan,Nagaur,Thalassemia,'15-35',9,1,,10
Rajasthan,Nagaur,Thalassemia,'35-60',,,,
Rajasthan,Nagaur,Thalassemia,'6-15',9,3,,12
Rajasthan,Neem Ka Thana,Acid Attack Victim,'15-35',,,,
Rajasthan,Neem Ka Thana,Autism Spectrum Disorder,'35-60',,,,
Rajasthan,Neem Ka Thana,Blindness,'15-35',7,4,,11
Rajasthan,Neem Ka Thana,Blindness,'35-60',15,3,,18
Rajasthan,Nagaur,Specific Learning Disabilities,'6-15',,,,
Rajasthan,Nagaur,Specific Learning Disabilities,'35-60',,,,
Rajasthan,Nagaur,Specific Learning Disabilities,'15-35',,,,
Rajasthan,Nagaur,Multiple Sclerosis,'60-80',1,,,1
Rajasthan,Nagaur,Muscular Dystrophy,'0-6',,,,
Rajasthan,Nagaur,Muscular Dystrophy,'15-35',17,13,,30
Rajasthan,Nagaur,Muscular Dystrophy,'35-60',25,10,,35
Rajasthan,Nagaur,Muscular Dystrophy,'6-15',8,2,,10
Rajasthan,Nagaur,Muscular Dystrophy,'60-80',5,2,,7
Rajasthan,Nagaur,Parkinson's Disease,'15-35',,,,
Rajasthan,Nagaur,Parkinson's Disease,'35-60',2,,,2
Rajasthan,Nagaur,Parkinson's Disease,'60-80',,,,
Rajasthan,Nagaur,Sickle Cell Disease,'15-35',,,,
Rajasthan,Nagaur,Sickle Cell Disease,'35-60',,,,
Rajasthan,Nagaur,Sickle Cell Disease,'6-15',,,,
Rajasthan,Nagaur,Sickle Cell Disease,'60-80',,,,
Rajasthan,Neem Ka Thana,Blindness,'6-15',2,1,,3
Rajasthan,Kekri,Mental Illness,'6-15',15,6,,21
Rajasthan,Kekri,Speech and Language Disability,'15-35',,,,
Rajasthan,Kekri,Speech and Language Disability,'35-60',,,,
Rajasthan,Kekri,Speech and Language Disability,'6-15',,,,
Rajasthan,Kekri,Speech and Language Disability,'60-80',,,,
Rajasthan,Kekri,Thalassemia,'0-6',2,1,,3
Rajasthan,Kekri,Thalassemia,'15-35',,1,,1
Rajasthan,Kekri,Thalassemia,'6-15',2,,,2
Rajasthan,Khairthal-Tijara,Acid Attack Victim,'15-35',,1,,1
Rajasthan,Khairthal-Tijara,Autism Spectrum Disorder,'6-15',1,,,1
Rajasthan,Khairthal-Tijara,Blindness,'0-6',3,1,,4
Rajasthan,Khairthal-Tijara,Blindness,'15-35',12,9,,21
Rajasthan,Khairthal-Tijara,Blindness,'35-60',26,18,,44
Rajasthan,Khairthal-Tijara,Blindness,'6-15',6,11,,17
Rajasthan,Kekri,Specific Learning Disabilities,'6-15',,,,
Rajasthan,Kekri,Specific Learning Disabilities,'35-60',,,,
Rajasthan,Kekri,Sickle Cell Disease,'35-60',,,,
Rajasthan,Kekri,Mental Illness,'60-80',1,,,1
Rajasthan,Kekri,Multiple Disabilities,'0-6',,,,
Rajasthan,Kekri,Multiple Disabilities,'15-35',2,,,2
Rajasthan,Kekri,Multiple Disabilities,'35-60',1,,,1
Rajasthan,Kekri,Multiple Disabilities,'6-15',1,,,1
Rajasthan,Kekri,Multiple Disabilities,'60-80',,,,
